Sexo,Educacion,EstadoCivil,Edad,MontoCredito
2,2,2,23,120000
2,2,2,24,130000
2,2,2,25,30000
2,2,2,25,290000
2,1,2,24,30000
2,2,2,26,50000
2,3,2,25,210000
2,1,2,23,30000
2,2,2,23,60000
2,3,1,23,50000
2,1,2,23,80000
2,2,2,24,50000
2,2,2,23,90000
2,1,2,23,50000
2,1,2,23,50000
2,2,2,23,20000
2,2,2,23,150000
2,2,2,24,110000
2,2,2,24,140000
2,2,2,25,30000
2,2,1,25,120000
2,2,2,25,80000
2,2,2,26,80000
2,2,2,25,80000
2,2,1,25,50000
2,2,2,22,30000
2,3,2,22,80000
2,2,2,23,30000
2,3,2,23,50000
2,1,2,27,170000
2,3,2,27,80000
2,2,2,26,210000
2,1,2,26,160000
2,2,2,26,150000
2,3,2,24,70000
2,3,1,23,60000
2,2,2,22,50000
2,2,2,26,140000
2,2,1,26,80000
2,2,1,26,80000
2,1,2,26,60000
2,1,2,27,200000
2,1,2,27,100000
2,1,2,26,100000
2,2,2,26,80000
2,2,2,22,70000
2,2,2,24,80000
2,2,2,24,60000
2,2,2,24,80000
2,2,1,24,50000
2,1,2,24,80000
2,2,2,23,30000
2,1,2,25,50000
2,3,2,25,80000
2,2,1,21,20000
2,2,1,25,80000
2,1,2,25,100000
2,1,2,25,30000
2,1,2,25,200000
2,2,2,25,60000
2,2,0,24,170000
2,1,2,24,20000
2,1,2,25,230000
2,2,2,25,50000
2,2,2,25,90000
2,1,2,25,70000
2,1,2,25,50000
2,2,2,26,120000
2,3,2,26,50000
2,1,2,27,380000
2,1,2,27,140000
2,2,2,27,200000
2,2,2,26,60000
2,3,2,25,80000
2,1,2,28,270000
2,2,2,28,150000
2,3,2,27,260000
2,5,1,27,200000
2,1,2,27,90000
2,2,1,29,200000
2,3,2,29,200000
2,2,2,25,30000
2,1,2,27,180000
2,2,1,28,30000
2,1,2,28,520000
2,3,2,28,80000
2,3,1,28,120000
2,1,2,27,360000
2,1,2,27,50000
2,2,2,27,200000
2,2,2,24,30000
2,2,2,24,50000
2,1,2,25,80000
2,2,2,25,50000
2,2,2,26,120000
2,5,2,27,210000
2,2,2,22,80000
2,1,2,25,50000
2,2,2,25,300000
2,1,2,26,100000
2,2,2,26,80000
2,1,2,26,130000
2,2,2,27,80000
2,1,2,27,160000
2,1,2,27,130000
2,1,1,23,30000
2,1,2,23,50000
2,2,2,22,20000
2,2,2,23,140000
2,1,2,25,180000
2,3,2,26,400000
2,2,2,26,260000
2,2,2,26,260000
2,2,1,26,180000
2,1,2,27,160000
2,2,2,25,20000
2,2,1,25,30000
2,2,1,25,250000
2,1,2,25,80000
2,1,2,24,90000
2,1,2,28,50000
2,1,2,27,210000
2,1,2,27,200000
2,2,2,28,320000
2,1,1,32,200000
2,2,1,27,80000
2,3,2,26,140000
2,1,2,27,80000
2,1,2,29,200000
2,2,2,30,230000
2,1,2,28,230000
2,3,1,26,20000
2,2,1,27,90000
2,2,1,26,130000
2,2,2,29,320000
2,2,2,29,30000
2,1,2,29,240000
2,1,2,29,360000
2,1,2,28,30000
2,3,2,28,240000
2,1,2,28,320000
2,1,2,28,410000
2,2,2,29,220000
2,1,2,26,240000
2,1,2,26,200000
2,5,2,25,80000
2,1,2,25,20000
2,1,2,24,20000
2,2,2,26,300000
2,1,2,26,340000
2,2,2,27,300000
2,1,2,26,350000
2,1,2,24,20000
2,1,2,24,90000
2,2,1,27,80000
2,2,1,28,20000
2,1,2,28,240000
2,1,2,27,150000
2,1,2,27,100000
2,2,1,24,150000
2,1,2,27,50000
2,1,2,27,260000
2,1,2,27,140000
2,1,2,24,30000
2,2,2,23,90000
2,2,1,23,50000
2,2,2,31,230000
2,3,1,30,70000
2,1,2,30,300000
2,1,2,27,300000
2,1,2,29,110000
2,2,2,27,30000
2,2,2,27,20000
2,1,2,22,30000
2,1,2,31,350000
2,1,2,30,200000
2,1,2,31,200000
2,2,1,26,50000
2,2,2,26,100000
2,2,2,26,140000
2,3,2,22,50000
2,1,2,22,50000
2,1,2,27,160000
2,2,2,28,170000
2,1,2,28,160000
2,3,2,28,100000
2,1,2,29,100000
2,2,2,23,200000
2,1,2,27,360000
2,1,2,27,160000
2,1,2,30,500000
2,1,2,30,50000
2,2,2,25,90000
2,2,2,25,300000
2,1,2,28,120000
2,1,2,28,300000
2,1,2,28,500000
2,2,1,28,50000
2,2,1,26,20000
2,1,2,27,240000
2,2,2,27,210000
2,3,1,24,50000
2,2,2,25,50000
2,1,2,25,60000
2,2,2,28,310000
2,1,2,28,140000
2,2,1,27,320000
2,2,1,27,90000
2,2,1,27,280000
2,3,1,25,80000
2,1,2,25,170000
2,2,1,30,240000
2,1,1,23,30000
2,2,2,24,120000
2,2,2,23,50000
2,2,2,23,10000
2,1,2,24,80000
2,1,2,28,170000
2,2,2,28,360000
2,1,1,33,110000
2,2,1,34,210000
2,5,1,34,150000
2,2,1,34,200000
2,2,2,26,140000
2,2,2,27,80000
2,3,1,24,240000
2,2,1,29,50000
2,1,2,28,80000
2,4,1,24,70000
2,1,2,24,50000
2,1,2,28,180000
2,1,2,29,110000
2,2,1,29,300000
2,5,2,29,210000
2,1,2,29,200000
2,2,1,28,100000
2,3,2,31,70000
2,1,2,31,250000
2,1,2,31,600000
2,2,1,31,320000
2,2,2,31,180000
2,1,2,27,110000
2,1,2,22,20000
2,3,2,22,60000
2,2,2,30,320000
2,1,2,29,320000
2,2,2,29,110000
2,3,2,28,80000
2,3,2,29,500000
2,3,2,31,190000
2,2,2,27,80000
2,1,1,29,90000
2,3,2,29,140000
2,1,2,31,200000
2,1,1,31,250000
2,1,1,32,260000
2,2,2,28,220000
2,2,2,29,110000
2,2,2,27,210000
2,2,1,30,380000
2,1,2,26,120000
2,1,2,25,60000
2,2,2,24,100000
2,1,2,24,20000
2,2,2,25,30000
2,1,2,26,50000
2,1,2,26,200000
2,1,2,25,210000
2,2,2,25,240000
2,3,2,33,150000
2,1,2,34,330000
2,2,2,34,280000
2,1,2,33,210000
2,1,1,34,400000
2,1,2,33,200000
2,2,1,32,60000
2,2,1,34,50000
2,1,2,31,360000
2,1,2,31,300000
2,2,2,33,10000
2,1,1,32,420000
2,3,2,32,220000
2,2,1,34,130000
2,1,1,34,200000
2,1,2,33,50000
2,2,1,33,300000
2,2,1,44,120000
2,1,2,35,360000
2,3,1,35,50000
2,1,2,37,230000
2,2,1,37,50000
2,2,1,38,30000
2,3,1,45,150000
2,3,1,44,70000
2,1,2,35,320000
2,1,1,41,330000
2,2,1,37,120000
2,1,1,36,360000
2,2,1,40,30000
2,3,2,39,150000
2,2,2,49,30000
2,2,1,46,150000
2,1,1,37,470000
2,2,1,42,410000
2,3,2,43,390000
2,2,1,37,320000
2,3,2,40,450000
2,2,2,42,70000
2,2,1,44,50000
2,3,1,46,100000
2,1,2,28,110000
2,2,2,28,280000
2,1,2,28,500000
2,1,2,30,360000
2,2,1,30,180000
2,2,2,31,480000
2,1,1,39,450000
2,1,2,26,80000
2,2,2,25,290000
2,2,2,27,500000
2,1,1,37,200000
2,3,1,43,130000
2,2,2,34,360000
2,2,1,34,300000
2,2,2,41,70000
2,3,1,44,80000
2,1,2,36,30000
2,2,2,30,280000
1,3,2,46,210000
2,3,1,41,80000
2,1,2,37,260000
2,3,1,36,120000
2,1,2,32,150000
2,2,1,31,180000
2,2,1,34,140000
2,3,1,34,370000
2,2,1,35,30000
2,2,2,33,160000
2,2,3,33,60000
2,1,1,34,230000
2,2,1,37,80000
2,2,1,37,360000
2,2,1,42,130000
2,1,2,35,500000
2,2,1,47,360000
2,3,1,38,120000
2,2,2,36,150000
2,2,1,37,120000
2,1,3,35,190000
2,3,1,43,230000
2,3,3,43,50000
2,3,2,45,20000
2,3,1,38,100000
2,5,3,40,200000
2,2,2,38,160000
2,1,2,32,160000
2,3,1,39,50000
2,1,2,26,100000
2,1,1,44,420000
2,2,1,38,500000
2,1,1,41,360000
2,1,2,28,190000
2,2,2,32,120000
2,2,1,33,300000
2,2,2,31,50000
2,1,2,29,290000
2,2,2,29,240000
2,2,1,28,120000
2,2,2,30,150000
2,1,2,31,270000
2,1,2,31,310000
2,2,1,42,20000
2,1,2,29,70000
2,2,1,29,290000
2,2,2,38,120000
2,3,1,48,140000
2,1,1,43,220000
2,1,2,28,240000
2,2,1,30,320000
2,2,1,30,50000
2,1,1,30,100000
2,2,2,30,70000
2,1,2,30,230000
2,2,2,30,120000
2,1,2,31,350000
2,1,2,34,70000
2,3,1,31,50000
2,1,2,32,150000
2,3,1,34,410000
2,1,2,34,410000
2,1,2,35,400000
2,2,1,34,50000
2,1,1,39,390000
2,1,2,36,360000
2,2,1,36,30000
2,2,2,42,300000
2,1,1,44,170000
2,2,2,44,40000
2,1,2,38,430000
2,2,1,47,130000
2,2,1,42,450000
2,1,2,29,90000
2,1,1,43,190000
2,1,2,38,210000
2,2,1,43,20000
2,1,1,36,200000
2,1,2,29,160000
2,2,2,30,220000
2,1,2,31,230000
2,1,2,32,290000
2,1,2,33,360000
2,2,1,33,160000
2,2,1,34,240000
2,2,1,35,260000
2,2,1,34,100000
2,3,1,42,70000
2,2,2,25,170000
2,2,2,26,40000
2,2,1,47,80000
2,1,2,25,30000
2,1,2,25,140000
2,2,1,27,230000
2,2,1,39,200000
2,1,1,35,400000
2,2,1,38,170000
2,3,1,43,270000
2,2,1,39,30000
2,2,2,46,200000
2,1,2,31,280000
2,2,2,32,420000
2,3,1,43,30000
2,2,1,41,180000
2,2,1,31,290000
2,2,2,32,20000
2,3,1,38,500000
2,2,1,42,340000
2,2,1,39,270000
2,3,1,41,150000
2,2,2,33,40000
2,1,2,34,360000
2,2,1,34,500000
2,2,2,47,280000
2,2,2,43,50000
2,1,2,42,330000
2,3,2,46,360000
2,3,1,40,340000
2,1,2,26,500000
2,1,2,34,270000
2,3,1,40,120000
2,2,1,39,140000
2,2,2,27,200000
2,3,1,45,50000
2,1,2,28,220000
2,1,2,43,80000
2,3,0,45,200000
2,1,2,29,20000
2,1,2,29,260000
2,1,2,29,430000
2,1,1,39,360000
2,1,2,30,500000
2,3,1,45,50000
2,2,1,47,50000
2,1,2,35,360000
2,3,2,36,10000
2,1,2,32,220000
2,2,2,33,110000
2,2,2,34,290000
2,2,1,35,110000
2,2,2,40,120000
2,2,1,46,140000
2,2,1,38,500000
2,1,1,45,360000
2,2,1,44,280000
2,2,2,38,220000
2,2,1,30,210000
2,1,2,38,170000
2,1,2,23,50000
2,1,1,34,300000
2,1,2,30,160000
2,2,2,26,320000
2,3,1,37,280000
2,1,2,31,290000
2,3,2,41,20000
2,3,1,37,80000
2,3,1,47,200000
2,1,2,29,270000
2,1,1,46,200000
2,2,1,39,130000
2,2,2,35,30000
2,2,1,29,60000
2,1,2,34,180000
2,2,1,45,90000
2,1,1,43,430000
2,2,1,37,30000
2,2,2,40,190000
2,1,2,31,240000
2,1,1,33,240000
2,2,1,38,240000
2,2,1,41,160000
2,2,1,28,110000
2,1,2,30,360000
2,3,1,43,130000
2,2,1,38,30000
2,1,2,30,370000
2,3,2,31,120000
2,2,2,31,100000
2,5,2,33,80000
2,2,1,30,120000
2,2,1,33,290000
2,3,2,35,150000
2,2,1,28,270000
2,2,2,29,20000
2,1,1,31,360000
2,1,2,30,320000
2,1,1,31,260000
2,1,1,38,320000
2,1,2,32,360000
2,1,2,40,190000
2,1,1,31,330000
2,2,1,33,90000
2,1,1,41,240000
2,1,2,30,280000
2,1,2,31,360000
2,1,1,33,350000
2,2,1,33,420000
2,2,2,42,280000
2,2,1,44,70000
2,1,2,32,140000
2,2,2,31,60000
2,2,1,33,110000
2,2,1,46,300000
2,3,2,41,80000
2,2,1,32,200000
2,2,2,42,450000
2,3,2,43,140000
2,1,2,37,150000
2,2,1,31,80000
2,2,1,35,200000
2,2,1,44,360000
2,2,1,37,160000
2,1,2,33,200000
2,1,1,35,150000
2,2,2,38,50000
2,2,1,45,360000
2,1,1,32,500000
2,1,1,31,220000
2,2,2,37,220000
2,2,1,45,80000
2,2,2,38,200000
2,1,2,38,100000
2,1,1,32,260000
2,5,2,37,300000
2,3,1,44,160000
2,2,2,35,50000
2,3,2,38,150000
2,1,2,27,70000
2,2,2,27,80000
2,1,2,28,100000
2,2,2,30,150000
2,2,3,35,340000
2,3,1,39,210000
2,1,2,28,240000
2,1,2,35,250000
2,1,1,38,200000
2,1,1,36,50000
2,1,2,35,450000
2,1,1,38,200000
2,2,1,47,350000
2,1,2,45,200000
2,2,1,44,530000
2,3,1,45,60000
2,1,2,30,280000
2,1,1,34,210000
2,1,2,34,210000
2,2,1,46,420000
2,2,2,45,80000
2,1,1,31,170000
2,2,2,35,80000
2,2,1,38,510000
2,2,1,31,110000
2,2,2,31,10000
2,1,2,32,300000
2,2,1,32,60000
2,2,2,33,200000
2,2,1,35,230000
2,1,2,45,500000
2,2,2,47,50000
2,2,1,45,280000
2,2,1,31,170000
2,2,2,31,60000
2,1,2,32,210000
2,3,2,42,70000
2,3,1,37,300000
2,1,2,31,330000
2,2,2,49,200000
2,5,1,33,170000
2,2,1,48,20000
2,2,1,45,230000
2,2,1,27,80000
2,4,3,32,320000
2,2,1,35,230000
2,2,2,38,80000
2,3,1,32,300000
2,3,1,43,100000
2,2,1,47,370000
2,2,2,37,200000
2,1,2,30,130000
2,2,1,42,50000
2,2,2,35,300000
2,1,1,44,500000
2,2,1,37,140000
2,2,1,44,20000
2,1,1,44,270000
2,2,1,35,150000
2,1,1,45,70000
2,1,1,46,120000
2,2,2,39,20000
2,1,1,34,260000
2,1,1,35,160000
2,2,1,45,50000
2,2,1,39,350000
2,1,2,40,510000
2,1,1,38,250000
2,2,1,36,80000
2,2,2,33,180000
2,2,3,39,60000
2,1,1,35,170000
2,1,1,39,200000
2,1,1,31,210000
2,1,2,47,200000
2,2,2,34,200000
2,2,1,32,200000
2,2,1,29,240000
2,2,2,34,450000
2,2,1,26,80000
2,2,2,33,430000
2,3,1,40,30000
2,2,1,30,290000
2,2,2,37,40000
2,3,1,37,170000
2,1,2,26,130000
2,2,2,27,360000
2,3,1,30,360000
2,3,1,45,180000
2,2,2,28,210000
2,2,2,35,260000
2,2,1,33,200000
2,1,2,31,340000
2,1,1,37,200000
2,2,1,35,360000
2,2,2,32,90000
2,3,1,34,40000
2,2,2,28,500000
2,2,1,36,240000
2,1,2,33,440000
2,2,1,33,50000
2,2,2,28,180000
2,2,1,35,30000
2,1,2,29,60000
2,3,1,29,150000
2,2,1,32,80000
2,1,1,34,290000
2,2,1,40,220000
2,1,2,34,50000
2,3,1,48,80000
2,1,2,37,400000
2,1,1,33,150000
2,1,2,34,250000
2,2,1,34,120000
2,1,2,28,300000
2,2,2,39,500000
2,2,2,36,240000
2,2,2,29,240000
2,2,2,39,30000
2,1,2,29,90000
2,1,2,31,60000
2,2,2,41,60000
2,1,2,41,230000
2,1,1,40,290000
2,1,2,42,430000
2,2,1,39,230000
2,3,1,48,140000
2,2,2,30,210000
2,2,2,36,390000
2,1,1,35,320000
2,2,1,44,50000
2,1,2,30,100000
2,3,1,40,260000
2,1,1,30,260000
2,1,2,30,100000
2,2,1,37,340000
2,2,1,36,150000
2,2,2,30,360000
2,2,1,34,210000
2,1,1,33,200000
2,1,1,41,310000
2,1,1,32,260000
2,2,2,41,210000
2,2,2,39,330000
2,2,2,29,430000
2,1,2,32,450000
2,2,1,32,150000
2,3,1,32,410000
2,2,1,48,90000
2,1,1,36,280000
2,1,1,45,150000
2,1,1,42,200000
2,2,1,42,150000
2,1,2,40,140000
2,1,1,29,260000
2,2,2,30,160000
2,1,1,45,310000
2,3,1,47,80000
2,3,1,38,150000
2,1,1,31,330000
2,1,2,30,180000
2,1,2,29,120000
2,4,2,30,150000
2,1,2,35,200000
2,2,2,37,170000
2,2,3,45,50000
2,2,1,41,80000
2,3,2,31,20000
2,2,1,31,360000
2,1,2,31,200000
2,2,1,33,50000
2,2,1,33,70000
2,2,2,34,300000
2,3,2,45,20000
2,1,2,40,170000
2,4,1,44,180000
2,1,2,38,200000
2,2,1,44,320000
2,3,2,45,180000
2,2,1,40,60000
2,3,1,40,360000
2,2,2,46,30000
2,2,1,35,130000
2,2,1,35,80000
2,2,1,40,230000
2,2,1,36,210000
2,3,1,35,270000
2,2,2,37,280000
2,2,1,36,50000
2,2,1,38,360000
2,1,1,37,470000
2,1,1,42,230000
2,2,1,47,80000
2,1,2,29,200000
2,2,1,32,200000
2,3,2,30,50000
2,2,1,33,20000
2,2,1,41,50000
2,2,1,31,110000
2,2,2,46,280000
2,1,2,32,160000
2,2,1,35,320000
2,1,2,30,300000
2,2,2,30,300000
2,2,2,31,100000
2,2,1,39,100000
2,2,1,33,110000
2,2,1,39,400000
2,2,1,35,20000
2,1,2,27,50000
2,1,2,28,310000
2,2,2,44,80000
2,3,1,43,120000
2,1,1,39,200000
2,2,1,44,100000
2,2,2,37,210000
2,1,1,33,60000
2,2,1,38,130000
2,3,2,33,150000
2,2,1,44,220000
2,2,1,40,140000
2,2,2,31,50000
2,3,1,41,90000
2,1,2,37,500000
2,3,1,28,300000
2,1,1,40,260000
2,3,1,42,130000
2,1,2,28,200000
2,2,2,29,290000
2,1,2,29,650000
2,1,2,27,230000
2,1,1,30,230000
2,2,2,31,200000
2,2,2,32,400000
2,2,1,30,490000
2,1,2,30,360000
2,1,2,33,230000
2,2,2,34,290000
2,1,2,34,200000
2,2,1,34,360000
2,3,1,42,10000
2,2,2,33,180000
2,3,1,47,230000
2,1,2,35,340000
2,3,1,44,170000
2,3,2,42,50000
2,2,1,37,170000
2,2,1,49,160000
2,3,1,46,280000
2,2,2,38,140000
2,1,1,43,520000
2,2,2,29,140000
2,1,2,26,130000
2,1,2,27,100000
2,3,1,27,50000
2,2,2,27,130000
2,1,1,39,200000
2,1,2,28,280000
2,1,2,29,240000
2,1,1,29,90000
2,1,2,29,250000
2,1,2,29,210000
2,2,1,30,90000
2,5,2,30,180000
2,5,1,32,500000
2,1,1,32,240000
2,2,2,31,50000
2,1,2,32,400000
2,1,2,33,230000
2,3,2,31,400000
2,2,1,35,80000
2,2,2,37,160000
2,1,1,38,430000
2,2,1,34,90000
2,3,1,35,80000
2,2,2,36,210000
2,2,1,46,310000
2,2,1,39,500000
2,3,2,38,70000
2,2,1,36,20000
2,2,1,44,210000
2,3,1,40,170000
2,1,2,38,390000
2,2,1,43,320000
2,2,1,37,50000
2,3,1,36,100000
2,1,1,39,220000
2,1,1,38,300000
2,2,1,40,160000
2,3,1,45,200000
2,1,1,43,240000
2,1,2,27,90000
2,2,1,46,50000
2,1,1,46,210000
2,2,1,33,290000
2,2,2,37,160000
2,1,1,31,200000
2,2,1,37,260000
2,3,1,47,30000
2,2,2,36,230000
2,3,2,39,220000
2,1,2,27,140000
2,2,1,38,80000
2,1,1,49,450000
2,2,1,45,160000
2,1,1,27,100000
2,2,1,39,250000
2,2,1,38,80000
2,1,2,35,180000
2,2,2,38,720000
2,2,1,27,180000
2,1,1,32,230000
2,2,2,32,200000
2,2,1,36,80000
2,2,1,30,100000
2,1,2,30,200000
2,3,1,32,200000
2,2,1,30,50000
2,1,1,36,380000
2,2,1,41,250000
2,2,2,47,220000
2,2,2,33,70000
2,2,1,40,10000
2,2,2,35,60000
2,3,1,44,200000
2,2,1,30,200000
2,1,2,48,300000
2,3,2,36,260000
2,3,1,44,130000
2,2,1,29,30000
2,1,1,30,170000
2,2,1,29,210000
2,3,2,44,50000
2,1,2,36,600000
2,3,1,37,180000
2,1,2,29,100000
2,1,1,46,210000
2,2,1,37,150000
2,3,2,30,360000
2,1,1,32,330000
2,2,2,43,300000
2,1,2,42,250000
2,2,1,48,230000
2,3,2,47,20000
2,1,1,35,210000
2,2,2,36,80000
2,1,2,39,250000
2,2,1,34,50000
2,5,1,42,200000
2,3,2,35,290000
2,3,1,43,310000
2,1,2,28,270000
2,1,2,33,200000
2,2,1,32,290000
2,2,2,29,220000
2,1,1,35,500000
2,3,2,31,370000
2,2,1,44,100000
2,1,1,44,210000
2,3,2,38,310000
2,2,1,27,200000
2,1,2,28,110000
2,2,1,30,130000
2,1,2,34,130000
2,2,1,35,80000
2,1,1,47,30000
2,1,1,39,50000
2,2,1,30,160000
2,2,1,45,80000
2,2,2,37,100000
2,2,2,46,10000
2,2,1,30,90000
2,2,1,38,360000
2,1,1,43,670000
2,3,2,28,150000
2,1,2,28,150000
2,1,1,35,230000
2,2,1,30,230000
2,2,2,33,120000
2,1,1,33,170000
2,2,1,35,200000
2,2,1,38,450000
2,1,2,32,200000
2,2,1,33,310000
2,1,2,30,50000
2,2,1,36,140000
2,1,2,37,250000
2,1,2,31,310000
2,1,2,31,80000
2,2,1,29,200000
2,3,1,47,90000
2,3,1,45,160000
2,1,2,27,180000
2,2,1,33,310000
2,4,2,29,280000
2,2,2,43,90000
2,2,2,39,210000
2,1,2,27,200000
2,2,1,48,70000
2,2,2,31,320000
2,1,2,33,210000
2,1,2,27,130000
2,2,1,27,80000
2,2,1,47,370000
2,3,1,36,180000
2,1,1,43,310000
2,2,2,27,280000
2,2,1,27,150000
2,1,1,29,180000
2,1,2,31,140000
2,1,2,34,430000
2,1,2,37,360000
2,1,1,42,240000
2,2,2,30,140000
2,1,1,34,200000
2,2,1,37,80000
2,2,2,38,100000
2,1,1,40,210000
2,2,1,37,250000
2,3,1,38,50000
2,1,1,28,400000
2,2,2,37,150000
2,2,2,39,280000
2,2,1,29,100000
2,1,2,38,610000
2,2,2,30,120000
2,2,2,44,180000
2,3,1,47,270000
2,3,1,36,110000
2,3,1,40,90000
2,1,2,48,120000
2,3,1,35,50000
2,3,2,32,160000
2,2,1,48,500000
2,2,2,28,440000
2,2,1,31,330000
2,2,2,33,200000
2,2,2,33,250000
2,2,1,37,140000
2,1,1,36,260000
2,1,1,45,60000
2,1,1,37,500000
2,2,2,30,130000
2,2,1,30,80000
2,2,2,44,150000
2,1,1,31,120000
2,1,2,31,90000
2,1,0,31,210000
2,1,1,45,280000
2,1,2,28,240000
2,2,2,29,230000
2,2,1,29,30000
2,2,1,29,60000
2,1,1,30,360000
2,1,2,33,90000
2,1,1,33,180000
2,3,1,33,10000
2,1,1,34,210000
2,1,1,34,30000
2,1,2,34,200000
2,2,1,32,90000
2,3,1,44,50000
2,2,1,46,30000
2,1,2,35,220000
2,2,1,46,500000
2,3,1,47,60000
2,2,1,41,110000
2,3,1,43,360000
2,3,2,42,30000
2,2,1,38,300000
2,1,1,36,490000
2,1,1,36,210000
2,1,1,37,280000
2,2,1,36,60000
2,2,1,38,490000
2,3,1,45,50000
2,2,1,35,200000
2,1,2,43,70000
2,2,2,29,260000
2,2,1,40,460000
2,3,1,41,200000
2,2,1,42,320000
2,3,3,48,230000
2,1,1,30,350000
2,1,1,31,230000
2,3,2,47,20000
2,2,1,43,230000
2,2,1,35,80000
2,2,1,40,110000
2,1,1,30,360000
2,2,2,34,80000
2,2,1,35,350000
2,2,1,47,70000
2,3,2,29,360000
2,1,1,32,240000
2,2,2,34,80000
2,2,2,29,140000
2,1,2,33,50000
2,3,2,35,130000
2,2,2,44,160000
2,2,1,42,160000
2,1,2,29,90000
2,2,1,42,50000
2,1,2,29,210000
2,1,2,29,20000
2,1,2,29,200000
2,1,1,31,230000
2,3,1,43,150000
2,2,2,28,210000
2,1,1,33,290000
2,3,1,34,260000
2,2,1,29,20000
2,3,1,47,180000
2,6,1,29,100000
2,2,1,38,280000
2,2,1,41,100000
2,2,1,35,100000
2,1,2,30,30000
2,2,1,44,160000
2,1,2,36,360000
2,1,2,36,450000
2,1,2,40,380000
2,2,1,42,120000
2,1,1,47,160000
2,1,2,33,50000
2,2,2,34,170000
2,2,2,34,350000
2,2,1,48,180000
2,1,1,38,100000
2,1,2,26,50000
2,1,2,30,180000
2,1,2,31,150000
2,1,2,32,300000
2,1,2,33,350000
2,2,1,42,260000
2,2,2,27,200000
2,2,1,27,240000
2,1,2,26,150000
2,2,2,26,290000
2,2,2,27,140000
2,1,2,29,130000
2,1,1,29,180000
2,1,2,29,200000
2,1,1,28,230000
2,2,2,28,240000
2,1,2,31,170000
2,3,2,31,120000
2,1,2,31,240000
2,2,1,31,90000
2,2,2,30,300000
2,3,2,30,70000
2,2,2,30,100000
2,3,1,31,110000
2,2,1,33,180000
2,1,2,32,500000
2,3,1,32,80000
2,1,2,32,280000
2,1,2,33,280000
2,1,1,35,120000
2,2,1,35,90000
2,2,2,34,170000
2,2,2,34,50000
2,3,1,34,50000
2,1,2,38,230000
2,2,3,48,180000
2,3,2,43,40000
2,2,2,42,360000
2,2,1,47,360000
2,1,1,45,170000
2,3,1,35,20000
2,2,1,43,240000
2,1,1,39,100000
2,1,1,43,100000
2,2,2,40,110000
2,2,1,37,420000
2,2,1,34,180000
2,2,1,37,240000
2,2,1,41,210000
2,3,1,43,30000
2,2,1,44,210000
2,1,2,30,320000
2,3,1,38,220000
2,1,2,29,240000
2,1,2,35,450000
2,2,1,36,500000
2,2,1,44,180000
2,1,1,38,80000
2,2,2,41,50000
2,2,1,41,450000
2,1,1,43,380000
2,1,2,29,50000
2,3,1,30,30000
2,1,1,37,300000
2,2,1,45,340000
2,2,2,44,190000
2,3,1,41,120000
2,1,2,40,210000
2,1,1,46,360000
2,1,2,35,330000
2,1,1,37,100000
2,1,2,38,250000
2,2,1,46,120000
2,1,2,43,200000
2,1,2,30,280000
2,2,1,46,480000
2,2,2,36,240000
2,2,1,39,120000
2,2,2,40,110000
2,1,1,41,390000
2,2,2,38,20000
2,1,2,35,140000
2,2,1,41,160000
2,1,1,30,210000
2,1,1,47,210000
2,1,2,39,240000
2,2,1,36,150000
2,2,1,48,60000
2,2,1,40,180000
2,2,2,37,120000
2,1,2,40,210000
2,1,2,36,420000
2,2,1,43,110000
2,2,2,31,180000
2,1,1,42,200000
2,1,2,32,220000
2,1,1,36,250000
2,1,2,39,250000
2,3,1,47,400000
2,2,2,38,50000
2,1,2,48,480000
2,1,1,39,470000
2,1,1,36,300000
2,2,2,44,160000
2,1,1,42,160000
2,1,2,33,230000
2,3,2,49,50000
2,3,1,48,150000
2,2,1,50,130000
2,1,2,49,360000
2,2,1,50,150000
2,2,1,50,70000
2,1,1,49,450000
2,2,1,49,200000
2,2,1,50,80000
2,2,1,48,340000
2,2,2,52,50000
2,1,1,50,200000
2,3,1,48,210000
2,2,1,49,360000
2,3,1,50,230000
2,3,1,48,50000
2,2,1,50,120000
2,1,2,50,340000
2,3,1,49,50000
2,3,1,49,70000
2,2,1,50,100000
2,2,1,49,20000
2,2,1,49,80000
2,3,2,49,280000
2,2,1,50,300000
2,3,1,49,500000
2,3,2,51,50000
2,2,2,50,140000
2,2,2,49,210000
2,3,1,49,100000
2,2,1,50,50000
2,3,1,51,20000
2,2,1,50,200000
2,3,1,51,100000
2,3,1,50,50000
2,3,1,53,230000
2,2,1,50,260000
2,2,1,52,120000
2,3,2,51,380000
2,3,1,65,80000
2,1,1,50,240000
2,2,1,54,30000
2,2,1,59,30000
2,3,2,55,80000
2,2,1,54,50000
2,1,2,56,10000
2,3,1,50,100000
2,3,1,50,280000
2,3,1,55,30000
2,3,1,50,80000
2,3,2,51,30000
2,2,2,51,170000
2,2,1,52,60000
2,3,1,50,100000
2,1,1,58,160000
2,2,2,55,50000
2,1,1,59,360000
2,1,1,52,210000
2,2,1,55,190000
2,3,1,52,90000
2,3,1,52,50000
2,3,2,55,30000
2,3,1,54,30000
2,3,1,61,180000
2,3,1,58,120000
2,3,1,55,80000
2,2,1,49,400000
2,3,2,53,120000
2,1,1,52,100000
2,1,2,52,300000
2,3,1,69,80000
2,3,1,53,500000
2,3,1,51,10000
2,3,1,55,100000
2,2,1,53,240000
2,1,1,63,280000
2,2,2,55,20000
2,2,1,59,110000
2,2,1,60,290000
2,1,1,48,80000
